Date,^AXJO,^GSPC,^HSI
1981-12-31,,122.55000305175781,
1982-01-04,,122.73999786376953,
1982-01-05,,120.05000305175781,
1982-01-06,,119.18000030517578,
1982-01-07,,118.93000030517578,
1982-01-08,,119.55000305175781,
1982-01-11,,116.77999877929688,
1982-01-12,,116.30000305175781,
1982-01-13,,114.87999725341797,
1982-01-14,,115.54000091552734,
1982-01-15,,116.33000183105469,
1982-01-18,,117.22000122070312,
1982-01-19,,115.97000122070312,
1982-01-20,,115.2699966430664,
1982-01-21,,115.75,
1982-01-22,,115.37999725341797,
1982-01-25,,115.41000366210938,
1982-01-26,,115.19000244140625,
1982-01-27,,115.73999786376953,
1982-01-28,,118.91999816894531,
1982-01-29,,120.4000015258789,
1982-02-01,,117.77999877929688,
1982-02-02,,118.01000213623047,
1982-02-03,,116.4800033569336,
1982-02-04,,116.41999816894531,
1982-02-05,,117.26000213623047,
1982-02-08,,114.62999725341797,
1982-02-09,,113.68000030517578,
1982-02-10,,114.66000366210938,
1982-02-11,,114.43000030517578,
1982-02-12,,114.37999725341797,
1982-02-16,,114.05999755859375,
1982-02-17,,113.69000244140625,
1982-02-18,,113.81999969482422,
1982-02-19,,113.22000122070312,
1982-02-22,,111.58999633789062,
1982-02-23,,111.51000213623047,
1982-02-24,,113.47000122070312,
1982-02-25,,113.20999908447266,
1982-02-26,,113.11000061035156,
1982-03-01,,113.30999755859375,
1982-03-02,,112.68000030517578,
1982-03-03,,110.91999816894531,
1982-03-04,,109.87999725341797,
1982-03-05,,109.33999633789062,
1982-03-08,,107.33999633789062,
1982-03-09,,108.83000183105469,
1982-03-10,,109.41000366210938,
1982-03-11,,109.36000061035156,
1982-03-12,,108.61000061035156,
1982-03-15,,109.44999694824219,
1982-03-16,,109.27999877929688,
1982-03-17,,109.08000183105469,
1982-03-18,,110.30000305175781,
1982-03-19,,110.61000061035156,
1982-03-22,,112.7699966430664,
1982-03-23,,113.55000305175781,
1982-03-24,,112.97000122070312,
1982-03-25,,113.20999908447266,
1982-03-26,,111.94000244140625,
1982-03-29,,112.30000305175781,
1982-03-30,,112.2699966430664,
1982-03-31,,111.95999908447266,
1982-04-01,,113.79000091552734,
1982-04-02,,115.12000274658203,
1982-04-05,,114.7300033569336,
1982-04-06,,115.36000061035156,
1982-04-07,,115.45999908447266,
1982-04-08,,116.22000122070312,
1982-04-12,,116.0,
1982-04-13,,115.98999786376953,
1982-04-14,,115.83000183105469,
1982-04-15,,116.3499984741211,
1982-04-16,,116.80999755859375,
1982-04-19,,116.69999694824219,
1982-04-20,,115.44000244140625,
1982-04-21,,115.72000122070312,
1982-04-22,,117.19000244140625,
1982-04-23,,118.63999938964844,
1982-04-26,,119.26000213623047,
1982-04-27,,118.0,
1982-04-28,,117.26000213623047,
1982-04-29,,116.13999938964844,
1982-04-30,,116.44000244140625,
1982-05-03,,116.81999969482422,
1982-05-04,,117.45999908447266,
1982-05-05,,117.66999816894531,
1982-05-06,,118.68000030517578,
1982-05-07,,119.47000122070312,
1982-05-10,,118.37999725341797,
1982-05-11,,119.41999816894531,
1982-05-12,,119.16999816894531,
1982-05-13,,118.22000122070312,
1982-05-14,,118.01000213623047,
1982-05-17,,116.70999908447266,
1982-05-18,,115.83999633789062,
1982-05-19,,114.88999938964844,
1982-05-20,,114.58999633789062,
1982-05-21,,114.88999938964844,
1982-05-24,,114.79000091552734,
1982-05-25,,114.4000015258789,
1982-05-26,,113.11000061035156,
1982-05-27,,112.66000366210938,
1982-05-28,,111.87999725341797,
1982-06-01,,111.68000030517578,
1982-06-02,,112.04000091552734,
1982-06-03,,111.86000061035156,
1982-06-04,,110.08999633789062,
1982-06-07,,110.12000274658203,
1982-06-08,,109.62999725341797,
1982-06-09,,108.98999786376953,
1982-06-10,,109.61000061035156,
1982-06-11,,111.23999786376953,
1982-06-14,,109.95999908447266,
1982-06-15,,109.69000244140625,
1982-06-16,,108.87000274658203,
1982-06-17,,107.5999984741211,
1982-06-18,,107.27999877929688,
1982-06-21,,107.19999694824219,
1982-06-22,,108.30000305175781,
1982-06-23,,110.13999938964844,
1982-06-24,,109.83000183105469,
1982-06-25,,109.13999938964844,
1982-06-28,,110.26000213623047,
1982-06-29,,110.20999908447266,
1982-06-30,,109.61000061035156,
1982-07-01,,108.70999908447266,
1982-07-02,,107.6500015258789,
1982-07-06,,107.29000091552734,
1982-07-07,,107.22000122070312,
1982-07-08,,107.52999877929688,
1982-07-09,,108.83000183105469,
1982-07-12,,109.56999969482422,
1982-07-13,,109.44999694824219,
1982-07-14,,110.44000244140625,
1982-07-15,,110.47000122070312,
1982-07-16,,111.06999969482422,
1982-07-19,,110.7300033569336,
1982-07-20,,111.54000091552734,
1982-07-21,,111.41999816894531,
1982-07-22,,111.4800033569336,
1982-07-23,,111.16999816894531,
1982-07-26,,110.36000061035156,
1982-07-27,,109.43000030517578,
1982-07-28,,107.73999786376953,
1982-07-29,,107.72000122070312,
1982-07-30,,107.08999633789062,
1982-08-02,,108.9800033569336,
1982-08-03,,107.83000183105469,
1982-08-04,,106.13999938964844,
1982-08-05,,105.16000366210938,
1982-08-06,,103.70999908447266,
1982-08-09,,103.08000183105469,
1982-08-10,,102.83999633789062,
1982-08-11,,102.5999984741211,
1982-08-12,,102.41999816894531,
1982-08-13,,103.8499984741211,
1982-08-16,,104.08999633789062,
1982-08-17,,109.04000091552734,
1982-08-18,,108.54000091552734,
1982-08-19,,109.16000366210938,
1982-08-20,,113.0199966430664,
